
+===============================================================================================+
|   ____    _    _____ _____   ___ _   _    ____    ___     _______         ____    ___   ___   |
|  / ___|  / \  |  ___| ____| |_ _| \ | |  / ___|  / \ \   / / ____| __   _|___ \  / _ \ / _ \  |
|  \___ \ / _ \ | |_  |  _|    | ||  \| | | |     / _ \ \ / /|  _|   \ \ / / __) || | | | | | | |
|   ___) / ___ \|  _| | |___   | || |\  | | |___ / ___ \ V / | |___   \ V / / __/ | |_| | |_| | |
|  |____/_/   \_\_|   |_____| |___|_| \_|  \____/_/   \_\_/  |_____|   \_/ |_____(_)___(_)___/  |
|                                                                                               |
+===============================================================================================+
|                                                                                               |
| Mesh info:                                                                                    |
+---------------+------------+------------------------------------------+-----------------------+
| # of elements | # of nodes | Location                                 |                       |
+---------------+------------+------------------------------------------+-----------------------+
| 32839         | 7474       | ../../../../grids/cavern_regular_1200_3D |                       |
+---------------+------------+------------------------------------------+-----------------------+
|                                                                                               |
| Partition(s) info:                                                                            |
+-------------+---------------+------------+----------------------------------------------------+
| Partition # | # of elements | # of nodes |                                                    |
+-------------+---------------+------------+----------------------------------------------------+
|      1      |     32839     |    7474    |                                                    |
+-------------+---------------+------------+----------------------------------------------------+
|                                                                                               |
| Solver info:                                                                                  |
+----------+---------+----------+--------+------------------------------------------------------+
| KSP_type | PC_type |   rtol   | max_it |                                                      |
+----------+---------+----------+--------+------------------------------------------------------+
|    cg    |   asm   | 1.0e-10  |  100   |                                                      |
+----------+---------+----------+--------+------------------------------------------------------+
|                                                                                               |
| Constitutive model:                                                                           |
+---------------+--------------------------------------------------+----------------------------+
| Element type  | List of elements                                 |                            |
+---------------+--------------------------------------------------+----------------------------+
| elastic       | spring                                           |                            |
| non-elastic   | kelvin, creep_dislocation, creep_pressure, desai |                            |
| thermoelastic |                                                  |                            |
+---------------+--------------------------------------------------+----------------------------+
|                                                                                               |
| Output info:                                                                                  |
+--------------------+------------------+-------------------------+-----------------------------+
| Location           | Field name       | Label name              |                             |
+--------------------+------------------+-------------------------+-----------------------------+
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | u                | Displacement (m)       |
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | eps_tot          | Total strain (-)       |
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | eps_vp           | Viscoplastic strain (-)|
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | alpha            | Hardening parameter (-)|
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | Fvp              | Yield function (-)     |
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | p_elems          | Mean stress (Pa)       |
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | q_elems          | Von Mises stress (Pa)  |
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | sig              | Stress (Pa)            |
+--------------------+------------------+-------------------------+-----------------------------+
|                                                                                               |
+--------------+-----------+--------------------+------------+------------------+---------------+
| Step counter | dt (hour) | t / t_final (hour) | # of iters | Non-linear error |               |
|     1094     |   2.000   | 2188.000 / 9480.0  |     4      |    8.1439e-12    |               |
|     1095     |   2.000   | 2190.000 / 9480.0  |     4      |    8.3750e-12    |               |
|     1096     |   2.000   | 2192.000 / 9480.0  |     4      |    8.9305e-12    |               |
|     1097     |   2.000   | 2194.000 / 9480.0  |     4      |    8.7631e-12    |               |
|     1098     |   2.000   | 2196.000 / 9480.0  |     4      |    9.9377e-12    |               |
|     1099     |   2.000   | 2198.000 / 9480.0  |     4      |    8.7139e-12    |               |
|     1100     |   2.000   | 2200.000 / 9480.0  |     4      |    1.0057e-11    |               |
|     1101     |   2.000   | 2202.000 / 9480.0  |     4      |    9.7248e-12    |               |
|     1102     |   2.000   | 2204.000 / 9480.0  |     4      |    1.0436e-11    |               |
|     1103     |   2.000   | 2206.000 / 9480.0  |     4      |    1.0275e-11    |               |
|     1104     |   2.000   | 2208.000 / 9480.0  |     4      |    1.1222e-11    |               |
|     1105     |   2.000   | 2210.000 / 9480.0  |     4      |    9.4498e-12    |               |
|     1106     |   2.000   | 2212.000 / 9480.0  |     4      |    1.1148e-11    |               |
|     1107     |   2.000   | 2214.000 / 9480.0  |     4      |    9.0987e-12    |               |
|     1108     |   2.000   | 2216.000 / 9480.0  |     4      |    1.0752e-11    |               |
|     1109     |   2.000   | 2218.000 / 9480.0  |     4      |    8.8350e-12    |               |
|     1110     |   2.000   | 2220.000 / 9480.0  |     4      |    1.0400e-11    |               |
|     1111     |   2.000   | 2222.000 / 9480.0  |     4      |    8.5800e-12    |               |
|     1112     |   2.000   | 2224.000 / 9480.0  |     4      |    1.0091e-11    |               |
|     1113     |   2.000   | 2226.000 / 9480.0  |     4      |    8.3176e-12    |               |
|     1114     |   2.000   | 2228.000 / 9480.0  |     4      |    9.6886e-12    |               |
|     1115     |   2.000   | 2230.000 / 9480.0  |     4      |    8.0977e-12    |               |
|     1116     |   2.000   | 2232.000 / 9480.0  |     4      |    9.5125e-12    |               |
|     1117     |   2.000   | 2234.000 / 9480.0  |     4      |    8.1407e-12    |               |
|     1118     |   2.000   | 2236.000 / 9480.0  |     4      |    9.6765e-12    |               |
|     1119     |   2.000   | 2238.000 / 9480.0  |     4      |    9.7572e-12    |               |
|     1120     |   2.000   | 2240.000 / 9480.0  |     4      |    1.0510e-11    |               |
|     1121     |   2.000   | 2242.000 / 9480.0  |     4      |    1.0499e-11    |               |
|     1122     |   2.000   | 2244.000 / 9480.0  |     4      |    1.1537e-11    |               |
|     1123     |   2.000   | 2246.000 / 9480.0  |     4      |    1.0266e-11    |               |
|     1124     |   2.000   | 2248.000 / 9480.0  |     4      |    1.1396e-11    |               |
|     1125     |   2.000   | 2250.000 / 9480.0  |     4      |    1.1078e-11    |               |
|     1126     |   2.000   | 2252.000 / 9480.0  |     4      |    1.1596e-11    |               |
|     1127     |   2.000   | 2254.000 / 9480.0  |     4      |    9.8983e-12    |               |
|     1128     |   2.000   | 2256.000 / 9480.0  |     4      |    1.1530e-11    |               |
|     1129     |   2.000   | 2258.000 / 9480.0  |     4      |    9.5106e-12    |               |
|     1130     |   2.000   | 2260.000 / 9480.0  |     4      |    1.1202e-11    |               |
|     1131     |   2.000   | 2262.000 / 9480.0  |     4      |    9.1906e-12    |               |
|     1132     |   2.000   | 2264.000 / 9480.0  |     4      |    1.0824e-11    |               |
|     1133     |   2.000   | 2266.000 / 9480.0  |     4      |    8.9370e-12    |               |
|     1134     |   2.000   | 2268.000 / 9480.0  |     4      |    1.0496e-11    |               |
|     1135     |   2.000   | 2270.000 / 9480.0  |     4      |    8.7480e-12    |               |
|     1136     |   2.000   | 2272.000 / 9480.0  |     4      |    1.0318e-11    |               |
|     1137     |   2.000   | 2274.000 / 9480.0  |     4      |    9.4553e-12    |               |
|     1138     |   2.000   | 2276.000 / 9480.0  |     4      |    1.0086e-11    |               |
|     1139     |   2.000   | 2278.000 / 9480.0  |     4      |    9.8663e-12    |               |
|     1140     |   2.000   | 2280.000 / 9480.0  |     4      |    1.0906e-11    |               |
|     1141     |   2.000   | 2282.000 / 9480.0  |     4      |    9.5329e-12    |               |
|     1142     |   2.000   | 2284.000 / 9480.0  |     4      |    1.1323e-11    |               |
|     1143     |   2.000   | 2286.000 / 9480.0  |     4      |    1.1687e-11    |               |
|     1144     |   2.000   | 2288.000 / 9480.0  |     4      |    1.2464e-11    |               |
|     1145     |   2.000   | 2290.000 / 9480.0  |     4      |    1.2334e-11    |               |
|     1146     |   2.000   | 2292.000 / 9480.0  |     4      |    1.4520e-11    |               |
|     1147     |   2.000   | 2294.000 / 9480.0  |     4      |    1.2177e-11    |               |
|     1148     |   2.000   | 2296.000 / 9480.0  |     4      |    1.4793e-11    |               |
|     1149     |   2.000   | 2298.000 / 9480.0  |     4      |    1.5776e-11    |               |
|     1150     |   2.000   | 2300.000 / 9480.0  |     4      |    1.6789e-11    |               |
|     1151     |   2.000   | 2302.000 / 9480.0  |     4      |    1.7969e-11    |               |
|     1152     |   2.000   | 2304.000 / 9480.0  |     4      |    1.8175e-11    |               |
|     1153     |   2.000   | 2306.000 / 9480.0  |     4      |    1.4820e-11    |               |
|     1154     |   2.000   | 2308.000 / 9480.0  |     4      |    1.8520e-11    |               |
|     1155     |   2.000   | 2310.000 / 9480.0  |     4      |    1.4166e-11    |               |
|     1156     |   2.000   | 2312.000 / 9480.0  |     4      |    1.7445e-11    |               |
|     1157     |   2.000   | 2314.000 / 9480.0  |     4      |    1.3305e-11    |               |
|     1158     |   2.000   | 2316.000 / 9480.0  |     4      |    1.6618e-11    |               |
|     1159     |   2.000   | 2318.000 / 9480.0  |     4      |    1.2650e-11    |               |
|     1160     |   2.000   | 2320.000 / 9480.0  |     4      |    1.5772e-11    |               |
|     1161     |   2.000   | 2322.000 / 9480.0  |     4      |    1.2061e-11    |               |
|     1162     |   2.000   | 2324.000 / 9480.0  |     4      |    1.4955e-11    |               |
|     1163     |   2.000   | 2326.000 / 9480.0  |     4      |    1.1509e-11    |               |
|     1164     |   2.000   | 2328.000 / 9480.0  |     4      |    1.4218e-11    |               |
|     1165     |   2.000   | 2330.000 / 9480.0  |     4      |    1.0967e-11    |               |
|     1166     |   2.000   | 2332.000 / 9480.0  |     4      |    1.3510e-11    |               |
|     1167     |   2.000   | 2334.000 / 9480.0  |     4      |    1.0533e-11    |               |
|     1168     |   2.000   | 2336.000 / 9480.0  |     4      |    1.2871e-11    |               |
|     1169     |   2.000   | 2338.000 / 9480.0  |     4      |    1.0193e-11    |               |
|     1170     |   2.000   | 2340.000 / 9480.0  |     4      |    1.2391e-11    |               |
|     1171     |   2.000   | 2342.000 / 9480.0  |     4      |    1.0031e-11    |               |
|     1172     |   2.000   | 2344.000 / 9480.0  |     4      |    1.2045e-11    |               |
|     1173     |   2.000   | 2346.000 / 9480.0  |     4      |    1.0410e-11    |               |
|     1174     |   2.000   | 2348.000 / 9480.0  |     4      |    1.1360e-11    |               |
|     1175     |   2.000   | 2350.000 / 9480.0  |     4      |    1.0941e-11    |               |
|     1176     |   2.000   | 2352.000 / 9480.0  |     4      |    1.2341e-11    |               |
|     1177     |   2.000   | 2354.000 / 9480.0  |     4      |    1.0074e-11    |               |
|     1178     |   2.000   | 2356.000 / 9480.0  |     4      |    1.2191e-11    |               |
|     1179     |   2.000   | 2358.000 / 9480.0  |     4      |    9.6598e-12    |               |
|     1180     |   2.000   | 2360.000 / 9480.0  |     4      |    1.1650e-11    |               |
|     1181     |   2.000   | 2362.000 / 9480.0  |     4      |    9.2897e-12    |               |
|     1182     |   2.000   | 2364.000 / 9480.0  |     4      |    1.1121e-11    |               |
|     1183     |   2.000   | 2366.000 / 9480.0  |     4      |    8.9277e-12    |               |
|     1184     |   2.000   | 2368.000 / 9480.0  |     4      |    1.0646e-11    |               |
|     1185     |   2.000   | 2370.000 / 9480.0  |     4      |    8.5665e-12    |               |
|     1186     |   2.000   | 2372.000 / 9480.0  |     4      |    1.0189e-11    |               |
|     1187     |   2.000   | 2374.000 / 9480.0  |     4      |    8.2375e-12    |               |
|     1188     |   2.000   | 2376.000 / 9480.0  |     4      |    9.7479e-12    |               |
|     1189     |   2.000   | 2378.000 / 9480.0  |     4      |    7.9137e-12    |               |
|     1190     |   2.000   | 2380.000 / 9480.0  |     4      |    9.3284e-12    |               |
|     1191     |   2.000   | 2382.000 / 9480.0  |     4      |    7.6167e-12    |               |
|     1192     |   2.000   | 2384.000 / 9480.0  |     4      |    8.9487e-12    |               |
|     1193     |   2.000   | 2386.000 / 9480.0  |     4      |    7.3458e-12    |               |
|     1194     |   2.000   | 2388.000 / 9480.0  |     4      |    8.5882e-12    |               |
|     1195     |   2.000   | 2390.000 / 9480.0  |     4      |    7.1045e-12    |               |
|     1196     |   2.000   | 2392.000 / 9480.0  |     4      |    8.2780e-12    |               |
|     1197     |   2.000   | 2394.000 / 9480.0  |     4      |    6.8964e-12    |               |
|     1198     |   2.000   | 2396.000 / 9480.0  |     4      |    7.9995e-12    |               |
|     1199     |   2.000   | 2398.000 / 9480.0  |     4      |    6.6574e-12    |               |
|     1200     |   2.000   | 2400.000 / 9480.0  |     4      |    7.7131e-12    |               |
|     1201     |   2.000   | 2402.000 / 9480.0  |     4      |    6.4463e-12    |               |
|     1202     |   2.000   | 2404.000 / 9480.0  |     4      |    7.4557e-12    |               |
|     1203     |   2.000   | 2406.000 / 9480.0  |     4      |    6.3222e-12    |               |
|     1204     |   2.000   | 2408.000 / 9480.0  |     4      |    7.2585e-12    |               |
|     1205     |   2.000   | 2410.000 / 9480.0  |     4      |    6.1980e-12    |               |
|     1206     |   2.000   | 2412.000 / 9480.0  |     4      |    7.0884e-12    |               |
|     1207     |   2.000   | 2414.000 / 9480.0  |     4      |    6.0236e-12    |               |
|     1208     |   2.000   | 2416.000 / 9480.0  |     4      |    6.9255e-12    |               |
|     1209     |   2.000   | 2418.000 / 9480.0  |     4      |    6.0294e-12    |               |
|     1210     |   2.000   | 2420.000 / 9480.0  |     4      |    6.6229e-12    |               |
|     1211     |   2.000   | 2422.000 / 9480.0  |     4      |    6.1267e-12    |               |
|     1212     |   2.000   | 2424.000 / 9480.0  |     4      |    6.8414e-12    |               |
|     1213     |   2.000   | 2426.000 / 9480.0  |     4      |    6.0414e-12    |               |
|     1214     |   2.000   | 2428.000 / 9480.0  |     4      |    6.9205e-12    |               |
|     1215     |   2.000   | 2430.000 / 9480.0  |     4      |    6.0500e-12    |               |
|     1216     |   2.000   | 2432.000 / 9480.0  |     4      |    6.8144e-12    |               |
|     1217     |   2.000   | 2434.000 / 9480.0  |     4      |    6.5525e-12    |               |
|     1218     |   2.000   | 2436.000 / 9480.0  |     4      |    7.6339e-12    |               |
|     1219     |   2.000   | 2438.000 / 9480.0  |     4      |    6.4165e-12    |               |
|     1220     |   2.000   | 2440.000 / 9480.0  |     4      |    7.7035e-12    |               |
|     1221     |   2.000   | 2442.000 / 9480.0  |     4      |    7.2667e-12    |               |
|     1222     |   2.000   | 2444.000 / 9480.0  |     4      |    7.8091e-12    |               |
|     1223     |   2.000   | 2446.000 / 9480.0  |     4      |    8.0252e-12    |               |
|     1224     |   2.000   | 2448.000 / 9480.0  |     4      |    8.6216e-12    |               |
|     1225     |   2.000   | 2450.000 / 9480.0  |     4      |    8.8784e-12    |               |
|     1226     |   2.000   | 2452.000 / 9480.0  |     4      |    9.5931e-12    |               |
|     1227     |   2.000   | 2454.000 / 9480.0  |     4      |    9.8384e-12    |               |
|     1228     |   2.000   | 2456.000 / 9480.0  |     4      |    1.0629e-11    |               |
|     1229     |   2.000   | 2458.000 / 9480.0  |     4      |    1.1179e-11    |               |
|     1230     |   2.000   | 2460.000 / 9480.0  |     4      |    1.1975e-11    |               |
|     1231     |   2.000   | 2462.000 / 9480.0  |     4      |    1.2897e-11    |               |
|     1232     |   2.000   | 2464.000 / 9480.0  |     4      |    1.3700e-11    |               |
|     1233     |   2.000   | 2466.000 / 9480.0  |     4      |    1.5182e-11    |               |
|     1234     |   2.000   | 2468.000 / 9480.0  |     4      |    1.6165e-11    |               |
|     1235     |   2.000   | 2470.000 / 9480.0  |     4      |    1.8873e-11    |               |
|     1236     |   2.000   | 2472.000 / 9480.0  |     4      |    2.2082e-11    |               |
|     1237     |   2.000   | 2474.000 / 9480.0  |     4      |    2.6214e-11    |               |
|     1238     |   2.000   | 2476.000 / 9480.0  |     4      |    3.8416e-11    |               |
|     1239     |   2.000   | 2478.000 / 9480.0  |     4      |    4.6785e-11    |               |
|     1240     |   2.000   | 2480.000 / 9480.0  |     4      |    8.1045e-11    |               |
|     1241     |   2.000   | 2482.000 / 9480.0  |     4      |    9.9276e-11    |               |
|     1242     |   2.000   | 2484.000 / 9480.0  |     4      |    1.6742e-10    |               |
|     1243     |   2.000   | 2486.000 / 9480.0  |     4      |    2.0900e-10    |               |
|     1244     |   2.000   | 2488.000 / 9480.0  |     4      |    3.2285e-10    |               |
|     1245     |   2.000   | 2490.000 / 9480.0  |     4      |    4.5717e-10    |               |
|     1246     |   2.000   | 2492.000 / 9480.0  |     4      |    6.6897e-10    |               |
|     1247     |   2.000   | 2494.000 / 9480.0  |     4      |    2.1717e-09    |               |
|     1248     |   2.000   | 2496.000 / 9480.0  |     4      |    1.3175e-09    |               |
|     1249     |   2.000   | 2498.000 / 9480.0  |     4      |    2.7586e-09    |               |
|     1250     |   2.000   | 2500.000 / 9480.0  |     4      |    1.9732e-09    |               |
|     1251     |   2.000   | 2502.000 / 9480.0  |     4      |    3.5899e-09    |               |
|     1252     |   2.000   | 2504.000 / 9480.0  |     4      |    2.4719e-09    |               |
|     1253     |   2.000   | 2506.000 / 9480.0  |     4      |    3.2057e-09    |               |
|     1254     |   2.000   | 2508.000 / 9480.0  |     4      |    1.9916e-09    |               |
|     1255     |   2.000   | 2510.000 / 9480.0  |     4      |    1.9340e-09    |               |
|     1256     |   2.000   | 2512.000 / 9480.0  |     4      |    2.1883e-09    |               |
|     1257     |   2.000   | 2514.000 / 9480.0  |     4      |    5.0365e-09    |               |
|     1258     |   2.000   | 2516.000 / 9480.0  |     4      |    2.9848e-09    |               |
|     1259     |   2.000   | 2518.000 / 9480.0  |     4      |    4.0732e-09    |               |
