
+===============================================================================================+
|   ____    _    _____ _____   ___ _   _    ____    ___     _______         ____    ___   ___   |
|  / ___|  / \  |  ___| ____| |_ _| \ | |  / ___|  / \ \   / / ____| __   _|___ \  / _ \ / _ \  |
|  \___ \ / _ \ | |_  |  _|    | ||  \| | | |     / _ \ \ / /|  _|   \ \ / / __) || | | | | | | |
|   ___) / ___ \|  _| | |___   | || |\  | | |___ / ___ \ V / | |___   \ V / / __/ | |_| | |_| | |
|  |____/_/   \_\_|   |_____| |___|_| \_|  \____/_/   \_\_/  |_____|   \_/ |_____(_)___(_)___/  |
|                                                                                               |
+===============================================================================================+
|                                                                                               |
| Mesh info:                                                                                    |
+---------------+------------+------------------------------------------+-----------------------+
| # of elements | # of nodes | Location                                 |                       |
+---------------+------------+------------------------------------------+-----------------------+
| 32839         | 7474       | ../../../../grids/cavern_regular_1200_3D |                       |
+---------------+------------+------------------------------------------+-----------------------+
|                                                                                               |
| Partition(s) info:                                                                            |
+-------------+---------------+------------+----------------------------------------------------+
| Partition # | # of elements | # of nodes |                                                    |
+-------------+---------------+------------+----------------------------------------------------+
|      1      |     32839     |    7474    |                                                    |
+-------------+---------------+------------+----------------------------------------------------+
|                                                                                               |
| Solver info:                                                                                  |
+----------+---------+----------+--------+------------------------------------------------------+
| KSP_type | PC_type |   rtol   | max_it |                                                      |
+----------+---------+----------+--------+------------------------------------------------------+
|    cg    |   asm   | 1.0e-10  |  100   |                                                      |
+----------+---------+----------+--------+------------------------------------------------------+
|                                                                                               |
| Constitutive model:                                                                           |
+---------------+--------------------------------------------------+----------------------------+
| Element type  | List of elements                                 |                            |
+---------------+--------------------------------------------------+----------------------------+
| elastic       | spring                                           |                            |
| non-elastic   | kelvin, creep_dislocation, creep_pressure, desai |                            |
| thermoelastic |                                                  |                            |
+---------------+--------------------------------------------------+----------------------------+
|                                                                                               |
| Output info:                                                                                  |
+--------------------+------------------+-------------------------+-----------------------------+
| Location           | Field name       | Label name              |                             |
+--------------------+------------------+-------------------------+-----------------------------+
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | u                | Displacement (m)       |
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | eps_tot          | Total strain (-)       |
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | eps_vp           | Viscoplastic strain (-)|
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | alpha            | Hardening parameter (-)|
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | Fvp              | Yield function (-)     |
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | p_elems          | Mean stress (Pa)       |
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | q_elems          | Von Mises stress (Pa)  |
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | sig              | Stress (Pa)            |
+--------------------+------------------+-------------------------+-----------------------------+
|                                                                                               |
+--------------+-----------+--------------------+------------+------------------+---------------+
| Step counter | dt (hour) | t / t_final (hour) | # of iters | Non-linear error |               |
|     4752     |   0.200   | 8538.400 / 9480.0  |     3      |    6.3794e-11    |               |
|     4753     |   0.200   | 8538.600 / 9480.0  |     3      |    1.8317e-11    |               |
|     4754     |   0.200   | 8538.800 / 9480.0  |     3      |    7.4347e-11    |               |
|     4755     |   0.200   | 8539.000 / 9480.0  |     3      |    2.3664e-11    |               |
|     4756     |   0.200   | 8539.200 / 9480.0  |     3      |    9.4711e-11    |               |
|     4757     |   0.200   | 8539.400 / 9480.0  |     3      |    3.1480e-11    |               |
|     4758     |   0.200   | 8539.600 / 9480.0  |     3      |    1.2345e-10    |               |
|     4759     |   0.200   | 8539.800 / 9480.0  |     3      |    4.1974e-11    |               |
|     4760     |   0.200   | 8540.000 / 9480.0  |     3      |    1.6124e-10    |               |
|     4761     |   0.200   | 8540.200 / 9480.0  |     3      |    7.6988e-11    |               |
|     4762     |   0.200   | 8540.400 / 9480.0  |     3      |    1.5134e-09    |               |
|     4763     |   0.200   | 8540.600 / 9480.0  |     3      |    1.7258e-10    |               |
|     4764     |   0.200   | 8540.800 / 9480.0  |     3      |    3.0954e-09    |               |
|     4765     |   0.200   | 8541.000 / 9480.0  |     3      |    3.3351e-10    |               |
|     4766     |   0.200   | 8541.200 / 9480.0  |     3      |    5.6441e-09    |               |
|     4767     |   0.200   | 8541.400 / 9480.0  |     3      |    5.7031e-10    |               |
|     4768     |   0.200   | 8541.600 / 9480.0  |     3      |    9.3915e-09    |               |
|     4769     |   0.200   | 8541.800 / 9480.0  |     3      |    8.8045e-10    |               |
|     4770     |   0.200   | 8542.000 / 9480.0  |     4      |    1.3628e-09    |               |
|     4771     |   2.000   | 8544.000 / 9480.0  |     5      |    3.2946e-09    |               |
|     4772     |   2.000   | 8546.000 / 9480.0  |     4      |    7.2609e-09    |               |
|     4773     |   2.000   | 8548.000 / 9480.0  |     4      |    5.9119e-09    |               |
|     4774     |   1.000   | 8549.000 / 9480.0  |     4      |    3.8201e-10    |               |
|     4775     |   1.000   | 8550.000 / 9480.0  |     4      |    1.4549e-10    |               |
|     4776     |   0.500   | 8550.500 / 9480.0  |     3      |    8.6618e-09    |               |
|     4777     |   0.500   | 8551.000 / 9480.0  |     3      |    1.7270e-09    |               |
|     4778     |   0.500   | 8551.500 / 9480.0  |     3      |    7.9538e-09    |               |
|     4779     |   0.500   | 8552.000 / 9480.0  |     3      |    1.7812e-09    |               |
|     4780     |   0.500   | 8552.500 / 9480.0  |     3      |    7.3755e-09    |               |
|     4781     |   0.500   | 8553.000 / 9480.0  |     3      |    1.8688e-09    |               |
|     4782     |   0.500   | 8553.500 / 9480.0  |     3      |    6.8652e-09    |               |
|     4783     |   0.500   | 8554.000 / 9480.0  |     3      |    1.8950e-09    |               |
|     4784     |   0.500   | 8554.500 / 9480.0  |     3      |    6.3934e-09    |               |
|     4785     |   0.500   | 8555.000 / 9480.0  |     3      |    1.9509e-09    |               |
|     4786     |   0.500   | 8555.500 / 9480.0  |     3      |    5.9682e-09    |               |
|     4787     |   1.000   | 8556.500 / 9480.0  |     3      |    7.2824e-09    |               |
|     4788     |   1.000   | 8557.500 / 9480.0  |     4      |    6.4308e-12    |               |
|     4789     |   1.000   | 8558.500 / 9480.0  |     3      |    7.2241e-09    |               |
|     4790     |   1.000   | 8559.500 / 9480.0  |     4      |    4.8291e-12    |               |
|     4791     |   1.000   | 8560.500 / 9480.0  |     3      |    7.0163e-09    |               |
|     4792     |   1.000   | 8561.500 / 9480.0  |     4      |    3.7319e-12    |               |
|     4793     |   1.000   | 8562.500 / 9480.0  |     3      |    6.7134e-09    |               |
|     4794     |   1.000   | 8563.500 / 9480.0  |     4      |    2.9670e-12    |               |
|     4795     |   1.000   | 8564.500 / 9480.0  |     3      |    6.3544e-09    |               |
|     4796     |   1.000   | 8565.500 / 9480.0  |     4      |    2.3990e-12    |               |
|     4797     |   1.000   | 8566.500 / 9480.0  |     3      |    5.9660e-09    |               |
|     4798     |   1.000   | 8567.500 / 9480.0  |     4      |    1.9714e-12    |               |
|     4799     |   1.000   | 8568.500 / 9480.0  |     3      |    5.5692e-09    |               |
|     4800     |   1.000   | 8569.500 / 9480.0  |     3      |    9.5944e-09    |               |
|     4801     |   1.000   | 8570.500 / 9480.0  |     3      |    5.1759e-09    |               |
|     4802     |   1.000   | 8571.500 / 9480.0  |     3      |    8.5187e-09    |               |
|     4803     |   1.000   | 8572.500 / 9480.0  |     3      |    4.7946e-09    |               |
|     4804     |   1.000   | 8573.500 / 9480.0  |     3      |    7.5840e-09    |               |
|     4805     |   1.000   | 8574.500 / 9480.0  |     3      |    4.4308e-09    |               |
|     4806     |   1.000   | 8575.500 / 9480.0  |     3      |    6.7692e-09    |               |
|     4807     |   1.000   | 8576.500 / 9480.0  |     3      |    4.0878e-09    |               |
|     4808     |   1.000   | 8577.500 / 9480.0  |     3      |    6.0566e-09    |               |
|     4809     |   1.000   | 8578.500 / 9480.0  |     3      |    3.7671e-09    |               |
|     4810     |   1.000   | 8579.500 / 9480.0  |     3      |    5.4319e-09    |               |
|     4811     |   1.000   | 8580.500 / 9480.0  |     3      |    3.4694e-09    |               |
|     4812     |   1.000   | 8581.500 / 9480.0  |     3      |    4.8834e-09    |               |
|     4813     |   1.000   | 8582.500 / 9480.0  |     3      |    3.1943e-09    |               |
|     4814     |   1.000   | 8583.500 / 9480.0  |     3      |    4.4002e-09    |               |
|     4815     |   1.000   | 8584.500 / 9480.0  |     3      |    2.9412e-09    |               |
|     4816     |   1.000   | 8585.500 / 9480.0  |     3      |    3.9736e-09    |               |
|     4817     |   1.000   | 8586.500 / 9480.0  |     3      |    2.7089e-09    |               |
|     4818     |   1.000   | 8587.500 / 9480.0  |     3      |    3.5961e-09    |               |
|     4819     |   2.000   | 8589.500 / 9480.0  |     3      |    9.5056e-09    |               |
|     4820     |   2.000   | 8591.500 / 9480.0  |     4      |    1.2316e-11    |               |
|     4821     |   2.000   | 8593.500 / 9480.0  |     3      |    8.1125e-09    |               |
|     4822     |   2.000   | 8595.500 / 9480.0  |     4      |    1.2574e-11    |               |
|     4823     |   2.000   | 8597.500 / 9480.0  |     3      |    6.9312e-09    |               |
|     4824     |   2.000   | 8599.500 / 9480.0  |     3      |    8.4620e-09    |               |
|     4825     |   2.000   | 8601.500 / 9480.0  |     3      |    5.9859e-09    |               |
|     4826     |   2.000   | 8603.500 / 9480.0  |     3      |    7.2249e-09    |               |
|     4827     |   2.000   | 8605.500 / 9480.0  |     3      |    5.2046e-09    |               |
|     4828     |   2.000   | 8607.500 / 9480.0  |     3      |    6.2214e-09    |               |
|     4829     |   2.000   | 8609.500 / 9480.0  |     3      |    4.5408e-09    |               |
|     4830     |   2.000   | 8611.500 / 9480.0  |     3      |    5.4415e-09    |               |
|     4831     |   2.000   | 8613.500 / 9480.0  |     3      |    3.9963e-09    |               |
|     4832     |   2.000   | 8615.500 / 9480.0  |     3      |    4.8150e-09    |               |
|     4833     |   2.000   | 8617.500 / 9480.0  |     3      |    3.5503e-09    |               |
|     4834     |   2.000   | 8619.500 / 9480.0  |     3      |    4.3123e-09    |               |
|     4835     |   2.000   | 8621.500 / 9480.0  |     3      |    3.1804e-09    |               |
|     4836     |   2.000   | 8623.500 / 9480.0  |     3      |    3.9092e-09    |               |
|     4837     |   2.000   | 8625.500 / 9480.0  |     3      |    2.8735e-09    |               |
|     4838     |   2.000   | 8627.500 / 9480.0  |     3      |    3.5836e-09    |               |
|     4839     |   2.000   | 8629.500 / 9480.0  |     3      |    2.6225e-09    |               |
|     4840     |   2.000   | 8631.500 / 9480.0  |     3      |    3.3184e-09    |               |
|     4841     |   2.000   | 8633.500 / 9480.0  |     3      |    2.4186e-09    |               |
|     4842     |   2.000   | 8635.500 / 9480.0  |     3      |    3.1019e-09    |               |
|     4843     |   2.000   | 8637.500 / 9480.0  |     3      |    2.2521e-09    |               |
|     4844     |   2.000   | 8639.500 / 9480.0  |     3      |    2.9227e-09    |               |
|     4845     |   2.000   | 8641.500 / 9480.0  |     3      |    2.1178e-09    |               |
|     4846     |   2.000   | 8643.500 / 9480.0  |     3      |    2.7737e-09    |               |
|     4847     |   2.000   | 8645.500 / 9480.0  |     3      |    2.0090e-09    |               |
|     4848     |   2.000   | 8647.500 / 9480.0  |     3      |    2.6509e-09    |               |
|     4849     |   2.000   | 8649.500 / 9480.0  |     3      |    1.9204e-09    |               |
|     4850     |   2.000   | 8651.500 / 9480.0  |     3      |    2.5678e-09    |               |
|     4851     |   2.000   | 8653.500 / 9480.0  |     3      |    1.8485e-09    |               |
|     4852     |   2.000   | 8655.500 / 9480.0  |     3      |    2.5305e-09    |               |
|     4853     |   2.000   | 8657.500 / 9480.0  |     3      |    1.7907e-09    |               |
|     4854     |   2.000   | 8659.500 / 9480.0  |     3      |    2.5261e-09    |               |
|     4855     |   2.000   | 8661.500 / 9480.0  |     3      |    1.7522e-09    |               |
|     4856     |   2.000   | 8663.500 / 9480.0  |     3      |    2.5626e-09    |               |
|     4857     |   2.000   | 8665.500 / 9480.0  |     3      |    1.7355e-09    |               |
|     4858     |   2.000   | 8667.500 / 9480.0  |     3      |    2.6748e-09    |               |
|     4859     |   2.000   | 8669.500 / 9480.0  |     3      |    1.7413e-09    |               |
|     4860     |   2.000   | 8671.500 / 9480.0  |     3      |    2.9203e-09    |               |
|     4861     |   2.000   | 8673.500 / 9480.0  |     3      |    1.7820e-09    |               |
|     4862     |   2.000   | 8675.500 / 9480.0  |     3      |    3.2875e-09    |               |
|     4863     |   2.000   | 8677.500 / 9480.0  |     3      |    1.8569e-09    |               |
|     4864     |   2.000   | 8679.500 / 9480.0  |     3      |    3.7376e-09    |               |
|     4865     |   2.000   | 8681.500 / 9480.0  |     3      |    1.9766e-09    |               |
|     4866     |   2.000   | 8683.500 / 9480.0  |     3      |    4.2227e-09    |               |
|     4867     |   2.000   | 8685.500 / 9480.0  |     3      |    2.1724e-09    |               |
|     4868     |   2.000   | 8687.500 / 9480.0  |     3      |    4.6927e-09    |               |
|     4869     |   2.000   | 8689.500 / 9480.0  |     3      |    2.4443e-09    |               |
|     4870     |   2.000   | 8691.500 / 9480.0  |     3      |    5.1141e-09    |               |
|     4871     |   2.000   | 8693.500 / 9480.0  |     3      |    2.7578e-09    |               |
|     4872     |   2.000   | 8695.500 / 9480.0  |     3      |    5.4924e-09    |               |
|     4873     |   2.000   | 8697.500 / 9480.0  |     3      |    3.0685e-09    |               |
|     4874     |   2.000   | 8699.500 / 9480.0  |     3      |    5.8413e-09    |               |
|     4875     |   2.000   | 8701.500 / 9480.0  |     3      |    3.3565e-09    |               |
|     4876     |   2.000   | 8703.500 / 9480.0  |     3      |    6.1733e-09    |               |
|     4877     |   2.000   | 8705.500 / 9480.0  |     3      |    3.6144e-09    |               |
|     4878     |   2.000   | 8707.500 / 9480.0  |     3      |    6.4679e-09    |               |
|     4879     |   2.000   | 8709.500 / 9480.0  |     3      |    3.8413e-09    |               |
|     4880     |   2.000   | 8711.500 / 9480.0  |     3      |    6.7368e-09    |               |
|     4881     |   2.000   | 8713.500 / 9480.0  |     3      |    4.0402e-09    |               |
|     4882     |   2.000   | 8715.500 / 9480.0  |     3      |    6.9776e-09    |               |
|     4883     |   2.000   | 8717.500 / 9480.0  |     3      |    4.2358e-09    |               |
|     4884     |   2.000   | 8719.500 / 9480.0  |     3      |    7.1845e-09    |               |
|     4885     |   2.000   | 8721.500 / 9480.0  |     3      |    4.3987e-09    |               |
|     4886     |   2.000   | 8723.500 / 9480.0  |     3      |    7.4070e-09    |               |
|     4887     |   2.000   | 8725.500 / 9480.0  |     3      |    4.5408e-09    |               |
|     4888     |   2.000   | 8727.500 / 9480.0  |     3      |    7.6064e-09    |               |
|     4889     |   2.000   | 8729.500 / 9480.0  |     3      |    4.6657e-09    |               |
|     4890     |   2.000   | 8731.500 / 9480.0  |     3      |    7.7925e-09    |               |
|     4891     |   2.000   | 8733.500 / 9480.0  |     3      |    4.7753e-09    |               |
|     4892     |   2.000   | 8735.500 / 9480.0  |     3      |    7.9638e-09    |               |
|     4893     |   2.000   | 8737.500 / 9480.0  |     3      |    4.8728e-09    |               |
|     4894     |   2.000   | 8739.500 / 9480.0  |     3      |    8.1191e-09    |               |
|     4895     |   2.000   | 8741.500 / 9480.0  |     3      |    4.9645e-09    |               |
|     4896     |   2.000   | 8743.500 / 9480.0  |     3      |    8.2551e-09    |               |
|     4897     |   2.000   | 8745.500 / 9480.0  |     3      |    5.0477e-09    |               |
|     4898     |   2.000   | 8747.500 / 9480.0  |     3      |    8.3733e-09    |               |
|     4899     |   2.000   | 8749.500 / 9480.0  |     3      |    5.1241e-09    |               |
|     4900     |   2.000   | 8751.500 / 9480.0  |     3      |    8.4788e-09    |               |
|     4901     |   2.000   | 8753.500 / 9480.0  |     3      |    5.1944e-09    |               |
|     4902     |   2.000   | 8755.500 / 9480.0  |     3      |    8.5752e-09    |               |
|     4903     |   2.000   | 8757.500 / 9480.0  |     3      |    5.2572e-09    |               |
|     4904     |   2.000   | 8759.500 / 9480.0  |     3      |    8.6618e-09    |               |
|     4905     |   2.000   | 8761.500 / 9480.0  |     3      |    5.3100e-09    |               |
|     4906     |   2.000   | 8763.500 / 9480.0  |     3      |    8.7383e-09    |               |
|     4907     |   2.000   | 8765.500 / 9480.0  |     3      |    5.3513e-09    |               |
|     4908     |   2.000   | 8767.500 / 9480.0  |     3      |    8.8047e-09    |               |
|     4909     |   2.000   | 8769.500 / 9480.0  |     3      |    5.3816e-09    |               |
|     4910     |   2.000   | 8771.500 / 9480.0  |     3      |    8.8628e-09    |               |
|     4911     |   2.000   | 8773.500 / 9480.0  |     3      |    5.4010e-09    |               |
|     4912     |   2.000   | 8775.500 / 9480.0  |     3      |    8.9110e-09    |               |
|     4913     |   2.000   | 8777.500 / 9480.0  |     3      |    5.4105e-09    |               |
|     4914     |   2.000   | 8779.500 / 9480.0  |     3      |    8.9496e-09    |               |
|     4915     |   2.000   | 8781.500 / 9480.0  |     3      |    5.4112e-09    |               |
|     4916     |   2.000   | 8783.500 / 9480.0  |     3      |    8.9815e-09    |               |
|     4917     |   2.000   | 8785.500 / 9480.0  |     3      |    5.4039e-09    |               |
|     4918     |   2.000   | 8787.500 / 9480.0  |     3      |    9.0044e-09    |               |
|     4919     |   2.000   | 8789.500 / 9480.0  |     3      |    5.3895e-09    |               |
|     4920     |   2.000   | 8791.500 / 9480.0  |     3      |    9.0187e-09    |               |
|     4921     |   2.000   | 8793.500 / 9480.0  |     3      |    5.3691e-09    |               |
|     4922     |   2.000   | 8795.500 / 9480.0  |     3      |    9.0249e-09    |               |
|     4923     |   2.000   | 8797.500 / 9480.0  |     3      |    5.3437e-09    |               |
|     4924     |   2.000   | 8799.500 / 9480.0  |     3      |    9.0227e-09    |               |
|     4925     |   2.000   | 8801.500 / 9480.0  |     3      |    5.3138e-09    |               |
|     4926     |   2.000   | 8803.500 / 9480.0  |     3      |    9.0152e-09    |               |
|     4927     |   2.000   | 8805.500 / 9480.0  |     3      |    5.2801e-09    |               |
|     4928     |   2.000   | 8807.500 / 9480.0  |     4      |    8.5609e-11    |               |
|     4929     |   2.000   | 8809.500 / 9480.0  |     3      |    4.8707e-09    |               |
|     4930     |   2.000   | 8811.500 / 9480.0  |     3      |    7.8113e-09    |               |
|     4931     |   2.000   | 8813.500 / 9480.0  |     3      |    5.2578e-09    |               |
|     4932     |   2.000   | 8815.500 / 9480.0  |     3      |    7.6987e-09    |               |
|     4933     |   2.000   | 8817.500 / 9480.0  |     3      |    5.1042e-09    |               |
|     4934     |   2.000   | 8819.500 / 9480.0  |     3      |    7.5802e-09    |               |
|     4935     |   2.000   | 8821.500 / 9480.0  |     3      |    4.9601e-09    |               |
|     4936     |   2.000   | 8823.500 / 9480.0  |     3      |    7.4683e-09    |               |
|     4937     |   2.000   | 8825.500 / 9480.0  |     3      |    4.8245e-09    |               |
|     4938     |   2.000   | 8827.500 / 9480.0  |     3      |    7.3608e-09    |               |
|     4939     |   2.000   | 8829.500 / 9480.0  |     3      |    4.6965e-09    |               |
|     4940     |   2.000   | 8831.500 / 9480.0  |     3      |    7.2597e-09    |               |
|     4941     |   2.000   | 8833.500 / 9480.0  |     3      |    4.5755e-09    |               |
|     4942     |   2.000   | 8835.500 / 9480.0  |     3      |    7.1625e-09    |               |
|     4943     |   2.000   | 8837.500 / 9480.0  |     3      |    4.4606e-09    |               |
|     4944     |   2.000   | 8839.500 / 9480.0  |     3      |    7.0699e-09    |               |
|     4945     |   2.000   | 8841.500 / 9480.0  |     3      |    4.3512e-09    |               |
|     4946     |   2.000   | 8843.500 / 9480.0  |     3      |    6.9814e-09    |               |
|     4947     |   2.000   | 8845.500 / 9480.0  |     3      |    4.2474e-09    |               |
|     4948     |   2.000   | 8847.500 / 9480.0  |     3      |    6.8961e-09    |               |
|     4949     |   2.000   | 8849.500 / 9480.0  |     3      |    4.1482e-09    |               |
|     4950     |   2.000   | 8851.500 / 9480.0  |     3      |    6.8067e-09    |               |
|     4951     |   2.000   | 8853.500 / 9480.0  |     3      |    4.0535e-09    |               |
|     4952     |   2.000   | 8855.500 / 9480.0  |     3      |    6.7277e-09    |               |
|     4953     |   2.000   | 8857.500 / 9480.0  |     3      |    3.9510e-09    |               |
|     4954     |   2.000   | 8859.500 / 9480.0  |     3      |    6.6655e-09    |               |
|     4955     |   2.000   | 8861.500 / 9480.0  |     3      |    3.8638e-09    |               |
|     4956     |   2.000   | 8863.500 / 9480.0  |     3      |    6.5909e-09    |               |
|     4957     |   2.000   | 8865.500 / 9480.0  |     3      |    3.7802e-09    |               |
|     4958     |   2.000   | 8867.500 / 9480.0  |     3      |    6.5197e-09    |               |
|     4959     |   2.000   | 8869.500 / 9480.0  |     3      |    3.6997e-09    |               |
|     4960     |   2.000   | 8871.500 / 9480.0  |     3      |    6.4504e-09    |               |
|     4961     |   2.000   | 8873.500 / 9480.0  |     3      |    3.6222e-09    |               |
|     4962     |   2.000   | 8875.500 / 9480.0  |     3      |    6.3832e-09    |               |
|     4963     |   2.000   | 8877.500 / 9480.0  |     3      |    3.5477e-09    |               |
|     4964     |   2.000   | 8879.500 / 9480.0  |     3      |    6.3178e-09    |               |
|     4965     |   2.000   | 8881.500 / 9480.0  |     3      |    3.4756e-09    |               |
|     4966     |   2.000   | 8883.500 / 9480.0  |     3      |    6.2442e-09    |               |
|     4967     |   2.000   | 8885.500 / 9480.0  |     3      |    3.4062e-09    |               |
|     4968     |   2.000   | 8887.500 / 9480.0  |     3      |    6.1826e-09    |               |
|     4969     |   2.000   | 8889.500 / 9480.0  |     3      |    3.3391e-09    |               |
|     4970     |   2.000   | 8891.500 / 9480.0  |     3      |    6.1225e-09    |               |
|     4971     |   2.000   | 8893.500 / 9480.0  |     3      |    3.2740e-09    |               |
|     4972     |   2.000   | 8895.500 / 9480.0  |     3      |    6.0641e-09    |               |
|     4973     |   2.000   | 8897.500 / 9480.0  |     3      |    3.2112e-09    |               |
|     4974     |   2.000   | 8899.500 / 9480.0  |     3      |    6.0071e-09    |               |
|     4975     |   2.000   | 8901.500 / 9480.0  |     3      |    3.1501e-09    |               |
|     4976     |   2.000   | 8903.500 / 9480.0  |     3      |    5.9515e-09    |               |
|     4977     |   2.000   | 8905.500 / 9480.0  |     3      |    3.0911e-09    |               |
|     4978     |   2.000   | 8907.500 / 9480.0  |     3      |    5.8971e-09    |               |
|     4979     |   2.000   | 8909.500 / 9480.0  |     3      |    3.0339e-09    |               |
|     4980     |   2.000   | 8911.500 / 9480.0  |     3      |    5.8441e-09    |               |
|     4981     |   2.000   | 8913.500 / 9480.0  |     3      |    2.9783e-09    |               |
|     4982     |   2.000   | 8915.500 / 9480.0  |     3      |    5.7922e-09    |               |
|     4983     |   2.000   | 8917.500 / 9480.0  |     3      |    2.9244e-09    |               |
|     4984     |   2.000   | 8919.500 / 9480.0  |     3      |    5.7412e-09    |               |
|     4985     |   2.000   | 8921.500 / 9480.0  |     3      |    2.8718e-09    |               |
|     4986     |   2.000   | 8923.500 / 9480.0  |     3      |    5.6914e-09    |               |
|     4987     |   2.000   | 8925.500 / 9480.0  |     3      |    2.8210e-09    |               |
|     4988     |   2.000   | 8927.500 / 9480.0  |     3      |    5.6424e-09    |               |
|     4989     |   2.000   | 8929.500 / 9480.0  |     3      |    2.7714e-09    |               |
|     4990     |   2.000   | 8931.500 / 9480.0  |     3      |    5.5937e-09    |               |
|     4991     |   2.000   | 8933.500 / 9480.0  |     3      |    2.7233e-09    |               |
|     4992     |   2.000   | 8935.500 / 9480.0  |     3      |    5.5469e-09    |               |
|     4993     |   2.000   | 8937.500 / 9480.0  |     3      |    2.6764e-09    |               |
|     4994     |   2.000   | 8939.500 / 9480.0  |     3      |    5.5007e-09    |               |
|     4995     |   2.000   | 8941.500 / 9480.0  |     3      |    2.6307e-09    |               |
|     4996     |   2.000   | 8943.500 / 9480.0  |     3      |    5.4552e-09    |               |
|     4997     |   2.000   | 8945.500 / 9480.0  |     3      |    2.5864e-09    |               |
|     4998     |   2.000   | 8947.500 / 9480.0  |     3      |    5.4097e-09    |               |
|     4999     |   2.000   | 8949.500 / 9480.0  |     3      |    2.5432e-09    |               |
|     5000     |   2.000   | 8951.500 / 9480.0  |     3      |    5.3661e-09    |               |
|     5001     |   2.000   | 8953.500 / 9480.0  |     3      |    2.5011e-09    |               |
|     5002     |   2.000   | 8955.500 / 9480.0  |     3      |    5.3228e-09    |               |
|     5003     |   2.000   | 8957.500 / 9480.0  |     3      |    2.4602e-09    |               |
|     5004     |   2.000   | 8959.500 / 9480.0  |     3      |    5.2800e-09    |               |
|     5005     |   2.000   | 8961.500 / 9480.0  |     3      |    2.4203e-09    |               |
|     5006     |   2.000   | 8963.500 / 9480.0  |     3      |    5.2379e-09    |               |
|     5007     |   2.000   | 8965.500 / 9480.0  |     3      |    2.3815e-09    |               |
|     5008     |   2.000   | 8967.500 / 9480.0  |     3      |    5.1962e-09    |               |
|     5009     |   2.000   | 8969.500 / 9480.0  |     3      |    2.3439e-09    |               |
|     5010     |   2.000   | 8971.500 / 9480.0  |     3      |    5.1557e-09    |               |
|     5011     |   2.000   | 8973.500 / 9480.0  |     3      |    2.3073e-09    |               |
|     5012     |   2.000   | 8975.500 / 9480.0  |     3      |    5.1151e-09    |               |
|     5013     |   2.000   | 8977.500 / 9480.0  |     3      |    2.2718e-09    |               |
|     5014     |   2.000   | 8979.500 / 9480.0  |     3      |    5.0754e-09    |               |
|     5015     |   2.000   | 8981.500 / 9480.0  |     3      |    2.2374e-09    |               |
|     5016     |   2.000   | 8983.500 / 9480.0  |     3      |    5.0363e-09    |               |
|     5017     |   2.000   | 8985.500 / 9480.0  |     3      |    2.2039e-09    |               |
|     5018     |   2.000   | 8987.500 / 9480.0  |     3      |    4.9974e-09    |               |
|     5019     |   2.000   | 8989.500 / 9480.0  |     3      |    2.1716e-09    |               |
|     5020     |   2.000   | 8991.500 / 9480.0  |     3      |    4.9593e-09    |               |
|     5021     |   2.000   | 8993.500 / 9480.0  |     3      |    2.1402e-09    |               |
|     5022     |   0.500   | 8994.000 / 9480.0  |     3      |    7.5847e-11    |               |
|     5023     |   0.200   | 8994.200 / 9480.0  |     3      |    1.1963e-11    |               |
|     5024     |   0.200   | 8994.400 / 9480.0  |     3      |    3.5841e-10    |               |
|     5025     |   0.200   | 8994.600 / 9480.0  |     3      |    3.0864e-11    |               |
|     5026     |   0.200   | 8994.800 / 9480.0  |     3      |    8.1996e-10    |               |
|     5027     |   0.200   | 8995.000 / 9480.0  |     3      |    7.2548e-11    |               |
|     5028     |   0.200   | 8995.200 / 9480.0  |     3      |    1.7146e-09    |               |
|     5029     |   0.200   | 8995.400 / 9480.0  |     3      |    1.4697e-10    |               |
|     5030     |   0.200   | 8995.600 / 9480.0  |     3      |    3.2068e-09    |               |
|     5031     |   0.200   | 8995.800 / 9480.0  |     3      |    2.6189e-10    |               |
|     5032     |   0.200   | 8996.000 / 9480.0  |     3      |    5.4623e-09    |               |
|     5033     |   2.000   | 8998.000 / 9480.0  |     4      |    9.9375e-12    |               |
|     5034     |   1.000   | 8999.000 / 9480.0  |     3      |    9.5809e-09    |               |
|     5035     |   1.000   | 9000.000 / 9480.0  |     3      |    5.1351e-09    |               |
|     5036     |   1.000   | 9001.000 / 9480.0  |     3      |    8.5130e-09    |               |
|     5037     |   1.000   | 9002.000 / 9480.0  |     3      |    4.7725e-09    |               |
|     5038     |   1.000   | 9003.000 / 9480.0  |     3      |    7.5893e-09    |               |
|     5039     |   1.000   | 9004.000 / 9480.0  |     3      |    4.4249e-09    |               |
|     5040     |   1.000   | 9005.000 / 9480.0  |     3      |    6.7864e-09    |               |
